name,park,country,score,status,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length
Great American Scream Machine,Six Flags Over Georgia,United States,28.2,Operating,Philadelphia Toboggan Coaster,Wooden,Lap bar,1973,Chain lift hill,NA,104.9856,0,57.166132,3451.4016
Jaguar!,Knott's Berry Farm,United States,28.2,Operating,Zierer,Steel,Lap bar,1995,Booster wheel lift hill,Family,65.616,0,34.796776,2601.6744
Azteka,Le Pal,France,28.1,Operating,Soquet,Steel,Lap bar,2003,Chain lift hill,Family,55.7736,0,34.175405,1640.4
Grizzly,California's Great America,United States,27.9,Operating,Kings Island,Steel,Lap bar,1986,Chain lift hill,NA,91.8624,0,55.302019,3251.2728
Woodstock Express,Kings Island,United States,27.8,Operating,Philadelphia Toboggan Coaster,Wooden,Lap bar,1972,Chain lift hill,Twister,NA,0,NA,1348.4088
El Diablo,Port Aventura,Spain,27.5,Operating,Arrow,Steel,Lap bar,1995,Chain lift hill,Mine Train,55.7736,0,NA,3307.0464
Joyride,PowerPark,Finland,27.5,Operating,L&T Systems,Steel,Lap bar,2003,Chain lift hill,NA,52.4928,0,NA,918.624
Boomerang,Toverland,Netherlands,27.5,Operating,Vekoma,Steel,Lap bar,2001,Booster wheel lift hill,Enclosed Junior,30,0,NA,NA
Roller Coaster Mayan,Energylandia,Poland,27.3,Operating,Vekoma,Steel,Shoulder harness,NA,Chain lift hill,SLC,108.2664,5,49.70968,2260.4712
Dynamite Express,Drievliet Family Park,Netherlands,27.3,Operating,Mack,Steel,Lap bar,2005,Electrical lift hill,E-Powered,36.0888,0,NA,859.5696
Tabalugas Achterbahn,Holiday Park,Germany,27.3,Operating,Zierer,Steel,Common lap bar,NA,Booster wheel lift hill,"Family, Indoor",29.5272,0,24.85484,728.3376
Grottenblitz,Heide Park,Germany,27.2,Operating,Mack,Steel,Lap bar,1985,NA,E-Powered,19.6848,0,27.961695,1213.896
Family Adventure,Mirabilandia,Italy,26.9,Definitely closed,Vekoma,Steel,Lap bar,2001,Booster wheel lift hill,Junior,42.6504,0,28.583066,1099.068
Cagliostro,Rainbow MagicLand,Italy,26.9,Operating,Maurer,Steel,Lap bar,2011,Chain lift hill,NA,55.7736,0,36.039518,1410.744
Olandese Volante,Rainbow MagicLand,Italy,26.8,Operating,Vekoma,Steel,Lap bar,2011,Chain lift hill,Mine Train,45.9312,0,29.825808,2234.2248
Silver Streak,Canada's Wonderland,Canada,26.7,Operating,Vekoma,Steel,Shoulder harness,NA,Booster wheel lift hill,Family,49.212,0,26.097582,1122.0336
X-Treme Racer,Legoland Billund,Denmark,26.6,Operating,Mack,Steel,Lap bar,2002,Chain lift hill,Wild Mouse,52.4928,0,34.796776,1312.32
Rioolrat,Avonturenpark Hellendoorn,Netherlands,26.2,Operating,Vekoma,Steel,Lap bar,1996,NA,NA,NA,0,27.961695,1000.644
Mean Streak,Cedar Point,United States,26.2,Retracked,Dinn Corp.,Wooden,Lap bar,1991,Chain lift hill,Twister,160.7592,0,62.1371,5426.4432
RC Racer,Hong Kong Disneyland,China,25.9,Operating,Intamin,Steel,Shoulder harness,2011,Magnetic Launch (LIM/LSM),Half Pipe,82.02,0,NA,262.464
Flight of the Hippogriff,Universal Studios Hollywood,United States,25.7,Operating,Mack,Steel,Lap bar,2016,NA,YoungStar,NA,0,NA,984.24
Runaway Mountain,Six flags Over Texas,United States,25.7,Operating,Premier Rides,Steel,Lap bar,1996,Chain lift hill,NA,52.4928,0,39.767744,1496.0448
Gold Rusher,Six Flags Magic Mountain,United States,25.6,Operating,Arrow,Steel,Lap bar,1971,Chain lift hill,Mine Train,68.8968,0,34.796776,2591.832
Disaster Transport,Cedar Point,United States,25.3,Definitely closed,Intamin,Steel,Lap bar,1985,Chain lift hill,NA,62.3352,0,39.767744,1932.3912
Timber Wolf,Worlds of Fun,United States,24.9,Operating,Dinn Corp.,Wooden,Lap bar,1989,Chain lift hill,Twister,101.7048,0,52.816535,4232.232
Bob Express,Bobbejaanland,Belgium,24.8,Operating,Mack,Steel,Lap bar,2e3,Electrical lift hill,E-Powered,32.808,0,22.369356,1709.2968
Mighty Canadian Minebuster,Canada's Wonderland,Canada,24.8,Operating,Philadelphia Toboggan Coaster,Wooden,Lap bar,1981,Chain lift hill,Twister,88.5816,0,55.92339,3828.6936
Flying Dutchman Gold Mine,Walibi Holland,Netherlands,24.7,Definitely closed,Mack,Steel,Lap bar,2e3,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896
Trailblazer,Hersheypark,United States,24.6,Operating,Arrow,Steel,Lap bar,1974,Chain lift hill,Mine Train,NA,0,NA,NA
Steampunk Hunters,TusenFryd,Norway,24.6,Operating,Vekoma,Steel,Lap bar,2012,Booster wheel lift hill,NA,42.6504,0,28.583066,1099.068
Grampus Jet,Greenland,Japan,24.6,Operating,Vekoma,Steel,Shoulder harness,1994,Chain lift hill,NA,NA,0,NA,NA
Famous jack,Bagatelle,France,24.6,Operating,Reverchon,Steel,Lap bar,NA,Chain lift hill,Wild Mouse,42.6504,0,29.204437,1377.936
Shaman,Gardaland,Italy,24.4,Operating,Vekoma,Steel,Shoulder harness,1985,Chain lift hill,Looper,98.424,4,43.49597,2296.56
Euro Loop,Europark,France,24.3,Operating,Vekoma,Steel,Shoulder harness,2004,Chain lift hill,Looper,98.424,4,40.389115,NA
Course de Bobsleigh,Nigloland,France,24.1,Relocated,Schwarzkopf,Steel,Lap bar,1995,Electrical lift hill,NA,49.212,0,40.389115,1476.36
Plohseidon,Freizeitpark Plohn,Germany,24,Operating,Zierer,Steel,Lap bar,NA,Booster wheel lift hill,Family,NA,0,NA,1640.4
Indiana Jones et le Temple du Péril,Disneyland Park,France,23.9,Operating,Intamin,Steel,Shoulder harness,1993,Chain lift hill,Looper,59.0544,1,36.039518,1856.9328
Tornado,Legendia,Poland,23.8,Operating,Soquet,Steel,Common shoulder harness,2007,Chain lift hill,Looper,NA,2,NA,NA
Big Apple Coaster,"New York, New York Hotel & Casino",United States,23.7,Operating,Togo,Steel,Shoulder harness,1997,Chain lift hill,Looper,203.4096,2,67.108068,4776.8448
L'Aérotrain,Parc Saint Paul,France,23.7,Operating,Vekoma,Steel,Lap bar,2014,Booster wheel lift hill,NA,36.0888,0,NA,721.776
Vertigo,Parque de Atracciones de Madrid,Spain,23.6,Operating,Mack,Steel,Common lap bar,2009,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896
Schlitt' Express,Nigloland,France,23.2,Operating,Mack,Steel,Lap bar,2007,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896
Green Lantern : First Flight,Six Flags Magic Mountain,United States,23.2,Temporarily closed,Intamin,Steel,Shoulder harness,2011,Chain lift hill,ZacSpin,108.2664,0,37.28226,826.7616
Racing,Bakken,Denmark,23,Operating,Zierer,Steel,Unknown,1980,NA,NA,NA,0,NA,NA
Blue Flyer,Blackpool Pleasure Beach,United Kingdom,22.8,Operating,Charles Paige,Steel,Lap bar,1934,Chain lift hill,NA,NA,0,NA,2296.56
Hurler,Kings Dominion,United States,22.6,Retracked,Philadelphia Toboggan Coaster,Wooden,Lap bar,1994,Chain lift hill,Twister,82.02,0,49.70968,3156.1296
Flying Cobras,Carowinds,United States,22.4,Operating,Vekoma,Steel,Shoulder harness,2009,Chain lift hill,"Shuttle, Boomerang",118.1088,3,47.224196,935.028
Dragon,Adventureland,United States,22.4,Operating,Hopkins,Steel,Shoulder harness,1991,Chain lift hill,Looping,88.5816,2,NA,2250.6288
Python,Efteling,Netherlands,22.2,Operating,Vekoma,Steel,Shoulder harness,1981,Chain lift hill,Loop Corkscrew,95.1432,4,46.602825,2460.6
Dragon,Legoland Florida,United States,22.2,Operating,Vekoma,Steel,Lap bar,2004,Booster wheel lift hill,NA,42.6504,0,28.583066,1099.068
Euro Speed,Europark,France,22.1,Operating,Mack,Steel,Lap bar,2009,NA,E-Powered,NA,0,NA,NA
Ghoster Coaster,Canada's Wonderland,Canada,22.1,Operating,Philadelphia Toboggan Coaster,Wooden,Lap bar,1981,Chain lift hill,Twister,42.6504,0,34.796776,1354.9704
Monstre,La Ronde,Canada,22,Operating,William J. Cobb,Wooden,Lap bar,1985,Chain lift hill,Twister,127.9512,0,59.651616,3996.0144
Crazy Mine,Hansa Park,Germany,21.8,Operating,Maurer,Steel,Lap bar,1997,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896
La Machine à Vapeur,Jardin d'Acclimatation,France,21.7,Operating,Soquet,Steel,Lap bar,1999,Electrical lift hill,E-Powered,NA,0,24.85484,NA
Flagermusen,Farup Sommerland,Denmark,21.7,Operating,Reverchon,Steel,Lap bar,2001,Chain lift hill,NA,42.6504,0,29.204437,1377.936
Dragen,Legoland Billund,Denmark,21.6,Operating,Mack,Steel,Lap bar,1997,Electrical lift hill,E-Powered,NA,0,NA,NA
Project X - Test Strecke,Legoland Deutschland,Germany,21.6,Operating,Mack,Steel,Lap bar,2002,Chain lift hill,Wild Mouse,52.4928,0,34.796776,1312.32
Tickler,Luna Park,United States,21.5,Operating,Zamperla,Steel,Shoulder harness,2010,Chain lift hill,Spinning Wild Mouse,NA,0,NA,1378
Sky Spin,Skyline Park,Germany,21.2,Operating,Maurer,Steel,Unknown,2013,NA,NA,NA,0,NA,NA
Hurler,Carowinds,United States,20.9,Operating,CCI,Steel,Lap bar,1994,Chain lift hill,NA,82.02,0,50.331051,3156.1296
Shockwave,Kings Dominion,United States,20.9,Definitely closed,Togo,Steel,Shoulder harness,1986,Chain lift hill,"Stand-Up, Looping",95.1432,1,50.331051,2230.944
Draak,Plopsaland,Belgium,20.6,Operating,Mack,Steel,Lap bar,2004,Electrical lift hill,E-Powered,45.9312,0,22.369356,1476.36
Vilde Mus,Bakken,Denmark,20.5,Operating,Mack,Wild Mouse,None,NA,NA,NA,NA,0,NA,NA
Les Souris Mécaniques,Jardin d'Acclimatation,France,20.5,Operating,Reverchon,Steel,Lap bar,NA,Chain lift hill,Wild Mouse,19.6848,0,NA,NA
Rattlesnake,Chessington World of Adventures,United Kingdom,20.2,Operating,Maurer,Steel,Lap bar,1998,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896
Ricochet,Carowinds,United States,20.2,Operating,Mack,Steel,Lap bar,2002,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896
Skull Mountain,Six Flags Great Adventure,United States,20,Operating,Intamin,Wooden,Lap bar,1996,Booster wheel lift hill,Twister,39.3696,0,32.932663,NA
Neo's Twister,PowerPark,Finland,19.9,Operating,Fabbri,Wild Mouse,Common lap bar,2011,Chain lift hill,NA,32.808,0,NA,1377.936
Ghost Chasers,Movie Park Germany,Germany,19.9,Operating,Mack,Steel,Lap bar,2e3,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896
Furio,Dennlys Parc,France,19.8,Operating,Soquet,Steel,Lap bar,2003,Chain lift hill,NA,NA,0,NA,NA
Fly,Canada's Wonderland,Canada,19.8,Operating,Mack,Steel,Lap bar,1999,Chain lift hill,Wild Mouse,52.4928,0,34.796776,1312.32
Viper,Six Flags Magic Mountain,United States,19.7,Operating,Arrow,Steel,Shoulder harness,1990,Chain lift hill,Looper,187.0056,7,69.593552,3828.6936
Wildcat,Lake Compounce,United States,19.6,Operating,Charlie Dinn,Steel,Lap bar,1927,Chain lift hill,NA,85.3008,0,47.845567,2746.0296
Lost Coaster of Superstition Mountain,Indiana Beach,United States,19.6,Operating,CCI,Wooden,Unknown,2002,Chain lift hill,NA,36.0888,0,19.883872,1400.9016
Déval' Train,Parc des Combes,France,19.5,Operating,Vekoma,Steel,Lap bar,2003,Booster wheel lift hill,Junior Coaster,29.5272,0,21.747985,679.1256
Scorpion Express,Chessington World of Adventures,United Kingdom,19.4,Operating,Mack,Steel,Lap bar,1987,NA,E-Powered,19.6848,0,22.369356,803.796
Temple of the Night Hawk,Phantasialand,Germany,19.2,Operating,Vekoma,Steel,Lap bar,1988,Chain lift hill,Indoor Freeform,26.2464,0,31.06855,4199.424
Virtual Express,Tibidabo,Spain,18.8,Operating,Zamperla,Steel,Lap bar,NA,Electrical lift hill,E-Powered,NA,0,NA,NA
Enchanted Airways,Universal Studios Singapore,Singapore,18.7,Operating,Vekoma,Steel,Lap bar,2010,Chain lift hill,Junior,NA,0,NA,1148.28
Wild Beast,Canada's Wonderland,Canada,18.7,Operating,Philadelphia Toboggan Coaster,Wooden,Lap bar,1981,Chain lift hill,Twister,82.02,0,55.92339,3149.568
Mine Expressen,Farup Sommerland,Denmark,18.5,Operating,Vekoma,Steel,Lap bar,1992,Booster wheel lift hill,NA,42.6504,0,28.583066,1099.068
Woodstock Express,Cedar Point,United States,18.5,Operating,Vekoma,Steel,Lap bar,1999,Booster wheel lift hill,Junior Twister,42.6504,0,28.583066,1099.068
Gwazi - Tiger,Busch Gardens Tampa,United States,18.4,Definitely closed,GCI,Wooden,Lap bar,1999,Chain lift hill,Twister,88.5816,0,50.331051,3398.9088
Cobra,Tivoli Friheden,Denmark,18.4,Operating,Sartori,Steel,Shoulder harness,2008,Chain lift hill,NA,68.8968,3,40.389115,1312.32
Apple Zapple,Kings Dominion,United States,18.3,Operating,Mack,Steel,Lap bar,2002,Chain lift hill,Wild Mouse,52.4928,0,34.796776,1312.32
Thunder Run,Canada's Wonderland,Canada,18.2,Operating,Mack,Steel,Lap bar,1981,Electrical launch,E-Powered,32.808,0,39.767744,1082.664
Flying Ace Aerial Chase,Kings Island,United States,18,Operating,Vekoma,Steel,Shoulder harness,2001,Chain lift hill,NA,49.212,0,26.097582,1122.0336
Vortex,Carowinds,United States,17.9,Operating,B&M,Steel,Shoulder harness,1992,Chain lift hill,NA,88.5816,2,50.331051,2040.6576
Express,Fraispertuis City,France,17.8,Relocated,Soquet,Steel,Lap bar,1987,Chain lift hill,NA,NA,0,NA,NA
Le Vol d'Icare,Parc Asterix,France,17.6,Operating,Zierer,Steel,Lap bar,NA,Booster wheel lift hill,Family,36.0888,0,26.097582,1345.128
Woodstock Express,Walibi Rhône Alpes,France,17.4,Operating,Zamperla,Steel,Lap bar,2002,Chain lift hill,Wild Mouse,NA,0,NA,721.776
Wild Mouse,Dorney Park,United States,17.4,Operating,Maurer,Steel,Lap bar,2e3,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896
Dragon,La Ronde,Canada,17.4,Operating,Intamin,Steel,Lap bar,1994,Booster wheel lift hill,NA,NA,0,NA,NA
Comet,Walygator Parc,France,17.4,Operating,Vekoma,Steel,Shoulder harness,NA,Chain lift hill,Looper,78.7392,3,39.767744,NA
Wild Mouse,Hersheypark,United States,17.3,Operating,Mack,Steel,Lap bar,1999,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896
Rollerskater,Plopsaland,Belgium,17.3,Operating,Vekoma,Steel,Lap bar,1990,Booster wheel lift hill,NA,42.6504,0,27.961695,1099.068
Canopy Flyer,Universal Studios Singapore,Singapore,17.1,Operating,SetPoint,Steel,Lap bar,NA,Chain lift hill,Family,NA,0,NA,NA
Ednör,La Ronde,Canada,17,Operating,Vekoma,Steel,Shoulder harness,NA,Chain lift hill,SLC,111.5472,5,49.70968,2260.4712
Donderstenen,Avonturenpark Hellendoorn,Netherlands,17,Operating,Zierer,Steel,Lap bar,2005,Booster wheel lift hill,NA,29.5272,0,24.233469,728.3376
Sand Serpent,Busch Gardens Tampa,United States,17,Operating,Mack,Steel,Lap bar,2004,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896
Maskerade,Wiener Prater,Austria,17,Operating,Gerstlauer,Steel,Lap bar,NA,Vertical lift,Indoor,32.808,0,24.85484,774.2688
Tulireki,Linnanmäki,Finland,17,Operating,Mack,Steel,Lap bar,2004,NA,NA,55.7736,0,36.039518,1102.3488
Green Scream,Adventure Island,United Kingdom,16.5,Operating,Zierer,Steel,Lap bar,1999,Booster wheel lift hill,Twister,42,0,NA,NA
Brontojet,Movieland Park,Italy,16.3,Operating,Schwarzkopf,Steel,Lap bar,2010,Electrical lift hill,NA,36.0888,0,NA,1361.532
Pikajuna,Linnanmäki,Finland,16.3,Operating,Mack,Steel,Lap bar,1990,Electrical lift hill,E-Powered,22.9656,0,22.990727,961.2744
Corkscrew,Alton Towers,United Kingdom,15.9,Definitely closed,Vekoma,Steel,Shoulder harness,1980,Chain lift hill,Corkscrew,75.4584,2,39.767744,2401.5456
The Walking Dead - The Ride,Thorpe Park,United Kingdom,15.9,Operating,Vekoma,Steel,Lap bar,1996,Booster wheel lift hill,"Family, Indoor",42.6504,0,27.961695,1312.32
Sky Rider,Skyline Park,Germany,15.9,Operating,Caripro,Steel,Lap bar,2001,Vertical lift,NA,NA,0,NA,NA
Carolina Goldrusher,Carowinds,United States,15.7,Operating,Arrow,Hybrid,Lap bar,1973,Chain lift hill,Mine Train,NA,0,NA,2398.2648
Kung Fu Panda Master,Gardaland,Italy,15.6,Operating,Fabbri,Steel,Lap bar,2016,Chain lift hill,NA,45.9312,0,7.456452,NA
Wild Mouse,Beech Bend,United States,15.6,Operating,Zamperla,Steel,Lap bar,2005,Chain lift hill,Wild Mouse,42.6504,0,29.204437,1377.936
Dragon Fire,Canada's Wonderland,Canada,15.5,Operating,Arrow,Steel,Shoulder harness,1981,Chain lift hill,Looper,78.7392,4,50.331051,2158.7664
G Force,Drayton Manor,United Kingdom,15.5,Temporarily closed,Maurer,Steel,Lap bar,2005,Chain lift hill,Looper,82.02,3,43.49597,1263.108
Canyon Blaster,Great Escape,United States,15.3,Operating,Arrow,Steel,Lap bar,2003,Chain lift hill,Mine Train,55.7736,0,44.738712,2001.288
Speedy Bob (Left),Bobbejaanland,Belgium,14.9,Definitely closed,Mack,Steel,Common lap bar,NA,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896
Big Loop,Heide Park,Germany,14.9,Operating,Vekoma,Steel,Shoulder harness,1983,Chain lift hill,Double Loop Corkscrew,98.424,4,39.146373,2316.2448
La Souris verte,Parc Saint Paul,France,14.6,Operating,Zamperla,Steel,Lap bar,2007,Chain lift hill,Wild Mouse,42.6504,0,33.554034,NA
Demon,Six Flags Great America,United States,14.6,Operating,Arrow,Steel,Shoulder harness,1976,Chain lift hill,Looper,101.7048,4,50.331051,2129.2392
Cedar Creek Mine Ride,Cedar Point,United States,14.6,Operating,Arrow,Hybrid,Lap bar,1969,Chain lift hill,Mine Train,49.212,0,31.06855,2539.3392
Tig'rr Coaster,Indiana Beach,United States,14.4,Operating,Schwarzkopf,NA,Lap bar,1984,Chain lift hill,NA,45.9312,0,31.06855,1765.0704
Anaconda,Kings Dominion,United States,14.2,Operating,Arrow,Steel,Shoulder harness,1991,Chain lift hill,Looper,144.3552,4,50.331051,2700.0984
Tokio express,Foire,N/A,14.2,Operating,Soquet,Steel,Lap bar,1992,Electrical launch,"E-Powered, Family",NA,0,NA,NA
Tornado,Adventureland,United States,14.1,Operating,William J. Cobb,Steel,Lap bar,1978,Chain lift hill,NA,91.8624,0,57.787503,2841.1728
Gadget's Go Coaster,Disneyland,United States,14.1,Operating,Vekoma,Steel,Lap bar,1993,Booster wheel lift hill,NA,29.5272,0,21.747985,679.1256
Dragon,Jardin d'Acclimatation,France,13.9,Operating,Soquet,Steel,Lap bar,1987,Chain lift hill,NA,16.404,0,NA,656.16
Gotham City Gauntlet: Escape from Arkham Asylum,Six Flags New England,United States,13.7,Operating,Maurer,Steel,Lap bar,2011,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896
Gwazi - Lion,Busch Gardens Tampa,United States,13.7,Definitely closed,GCI,Wooden,Lap bar,1999,Chain lift hill,Twister,104.9856,0,49.70968,3510.456
Rolling Thunder,Six Flags Great Adventure,United States,13.6,Definitely closed,Don Rosser & Bill Cobb,Wooden,Lap bar,1979,Chain lift hill,Twister,95.1432,0,55.92339,3198.78
Gruvbanan,Skara Sommarland,Sweden,13.6,Operating,Mack,E-Powered,Common lap bar,1987,NA,NA,NA,0,NA,NA
Twistrix,Drievliet Family Park,Netherlands,13.3,Operating,Maurer,Steel,Lap bar,2001,Booster wheel lift hill,NA,NA,0,NA,NA
Boomerang,Bellewaerde,Belgium,13,Operating,Vekoma,Steel,Shoulder harness,1984,Cable lift hill,"Shuttle, Boomerang",118.1088,3,47.224196,935.028
Dream Hunters Society,Legendia,Poland,13,Operating,Unknown,Steel,Common lap bar,NA,Chain lift hill,Zyklon Z47,NA,0,NA,NA
Vortex,Kings Island,United States,12.8,Operating,Arrow,Steel,Shoulder harness,1987,Chain lift hill,Looper,147.636,6,55.302019,3799.1664
Canyon Blaster,Adventuredome,United States,12.8,Operating,Arrow,Steel,Shoulder harness,1993,Chain lift hill,Looper,95.1432,4,41.010486,2424.5112
Silver Mine,Freizeitpark Plohn,Germany,12.8,Definitely closed,Zierer,Steel,Common lap bar,2e3,Chain lift hill,"Flitzer, Family",NA,0,NA,NA
Le Train de la Mine,Cigoland,France,12.7,Operating,Soquet,Steel,Lap bar,2002,NA,Mine Train,22.9656,0,22.369356,NA
Dizzy Mouse,Wiener Prater,Austria,12.6,Operating,Reverchon,Steel,Lap bar,NA,Chain lift hill,Wild Mouse,42.6504,0,29.204437,1377.936
Tyfonen,Tivoli Friheden,Denmark,12.6,Operating,Zamperla,Steel,Lap bar,2006,Chain lift hill,Wild Mouse,42.6504,0,29.204437,1377.936
Runaway Mine Train,Six Flags Great Adventure,United States,12.4,Operating,Arrow,Steel,Lap bar,1974,Chain lift hill,Mine Train,NA,0,37.903631,NA
Formula One,Magic Park Land,France,12.3,Operating,Fabbri,Steel,Shoulder harness,NA,Chain lift hill,Wild Mouse,42.6504,0,29.204437,1377.936
Primeval Whirl,Disney's Animal Kingdom,United States,12.2,Operating,Reverchon,Steel,Lap bar,2002,Chain lift hill,Dual Wild Mouse,42.6504,0,29.204437,1377.936
Speedy Bob (Right),Bobbejaanland,Belgium,12,Operating,Mack,Steel,Lap bar,NA,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896
Gold Digger,Mirabilandia,Italy,11.9,Operating,L&T Systems,Steel,Lap bar,1998,Chain lift hill,Wild Mouse,49.212,0,21.747985,1181.088
Tornado,Avonturenpark Hellendoorn,Netherlands,11.9,Operating,Vekoma,Steel,Shoulder harness,1990,Chain lift hill,Looper,82.02,2,43.49597,1509.168
Kopermijn,Drievliet Family Park,Netherlands,11.8,Operating,Maurer,Steel,Lap bar,1996,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896
Drakkar,Didiland,France,11.7,Operating,Soquet,Steel,Common lap bar,2e3,Chain lift hill,Junior Coaster,NA,0,NA,NA
Infusion,Blackpool Pleasure Beach,United Kingdom,11.6,Operating,Vekoma,Steel,Shoulder harness,2007,Chain lift hill,NA,111.5472,5,49.70968,2260.4712
Primeval Whirl (2),Disney's Animal Kingdom,United States,11.4,Operating,Reverchon,Steel,Lap bar,NA,Chain lift hill,Wild Mouse,42.6504,0,29.204437,1377.936
Sequoia Adventure,Gardaland,Italy,11.4,Temporarily closed,S&S,Steel,Shoulder harness,2005,NA,Screaming Squirrel,98.424,0,NA,NA
Goofy's Sky School,Disney California Adventure,United States,11.3,Operating,Mack,Steel,Lap bar,2001,Chain lift hill,Wild Mouse,NA,0,27.340324,NA
Super Manège,La Ronde,Canada,11.1,Operating,Vekoma,Steel,Lap bar,1981,Chain lift hill,Looper,75.4584,2,39.767744,2401.5456
Soarin' Eagle,Luna Park,United States,10.9,Operating,Zamperla,Steel,Flying restraint,2011,Spiral lift,Flying,49.212,2,25.476211,1282.7928
Wild Mouse,Nagashima Spa Land,Japan,10.7,Operating,Mack,Steel,Lap bar,1996,Chain lift hill,Wild Mouse,45.9312,0,28,1213.896
Crazy Mouse (Degousse),Foire,N/A,10.7,Operating,Reverchon,Steel,Unknown,NA,NA,NA,NA,0,NA,NA
Rockstar Coaster,Fun Spot Kissimmee,United States,10.5,Operating,Zamperla,NA,None,2011,NA,NA,42.6504,0,29.204437,1377.936
Puss in Boots Giant Journey,Universal Studios Singapore,Singapore,10.4,Operating,Zamperla,Steel,None,NA,Spiral lift,Family,55.7736,0,NA,1400.9016
River King Mine Train,Six Flags St Louis,United States,10.3,Operating,Arrow,Steel,Lap bar,1971,Chain lift hill,Mine Train,42.6504,0,37.28226,2499.9696
Wild Mouse,Flamingo Land Theme Park and Zoo,United Kingdom,10.3,Definitely closed,Maurer,Steel,Lap bar,1997,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896
Wilde Maus,Wiener Prater,Austria,10.3,Operating,Maurer,Steel,Lap bar,1997,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896
Toboggan Nordique,La Ronde,Canada,10.1,Operating,Zamperla,Steel,Lap bar,2003,Chain lift hill,Wild Mouse,42.6504,0,11.184678,885.816
Goudurix,Parc Asterix,France,10,Operating,Vekoma,Steel,Shoulder harness,NA,Chain lift hill,Looper,121.3896,7,46.602825,3116.76
Dream catcher,Bobbejaanland,Belgium,10,Operating,Vekoma,Steel,Shoulder harness,1987,Chain lift hill,NA,82.02,0,27.961695,1968.48
Kiddy Hawk,Carowinds,United States,9.6,Operating,Vekoma,Steel,Shoulder harness,NA,Booster wheel lift hill,Family,49.212,0,26.097582,1122.0336
Boomerang,Knott's Berry Farm,United States,9.5,Definitely closed,Vekoma,Steel,Shoulder harness,1990,Cable lift hill,"Boomerang, Multielement Shuttle",118.1088,3,47.224196,935.028
Runaway Mine Train,Six flags Over Texas,United States,9.4,Operating,Arrow,Steel,Lap bar,1966,Chain lift hill,Mine Train,36.0888,0,NA,2398.2648
Crazy Coaster,South Pier,United Kingdom,9.2,Operating,Reverchon,NA,Lap bar,2018,NA,NA,NA,0,NA,NA
Coast Rider,Knott's Berry Farm,United States,9.1,Operating,Mack,Steel,Lap bar,2013,Chain lift hill,Wild Mouse,52.4928,0,35,1345.128
Train de la Mine,Papea Parc,France,8.8,Operating,Soquet,Steel,Lap bar,1995,Chain lift hill,Family,NA,0,NA,NA
Crazy Mouse,Foire,N/A,8.8,Operating,Reverchon,Steel,Lap bar,1996,Chain lift hill,NA,42.6504,0,31.06855,1377.936
Pegasus,Efteling,Netherlands,8.6,Definitely closed,Dinn Corp.,Wooden,Lap bar,1991,Chain lift hill,Twister,49.212,0,34.175405,1614.1536
Bandit,Movie Park Germany,Germany,8.2,Operating,RCCA,Wooden,Lap bar,1999,Chain lift hill,Twister,91.8624,0,49.70968,3605.5992
Orkanens Øje,Tivoli Friheden,Denmark,8,Operating,Pinfari,Steel,Lap bar,1986,Chain lift hill,Looper,36.0888,1,NA,1197.492
Cobra,Walibi Belgium,Belgium,7.9,Operating,Vekoma,Steel,Shoulder harness,2001,Cable lift hill,"Boomerang, Multielement Shuttle",118.1088,3,47.224196,935.028
Buffalo Mountain Coaster,Drayton Manor,United Kingdom,7.9,Operating,Zamperla,Steel,Lap bar,1987,NA,E-Powered,NA,0,NA,NA
Turbo coaster,Brighton pier,United Kingdom,7.8,Operating,Pinfari,Steel,Shoulder harness,NA,Chain lift hill,Looper,36.0888,1,NA,1197.492
Sidewinder,Hersheypark,United States,7.6,Operating,Vekoma,Steel,Lap bar,1991,Cable lift hill,Shuttle,118.1088,3,47.224196,935.028
Holly's Wilde Autofahrt,Holiday Park,Germany,7.1,Definitely closed,Maurer,Steel,Lap bar,2010,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896
Dahlonega Mine Train,Six Flags Over Georgia,United States,7,Operating,Arrow,Steel,Lap bar,1967,Chain lift hill,Mine Train,36.0888,0,29.204437,2322.8064
Anaconda,Walygator Parc,France,6.9,Operating,William J. Cobb,Wooden,Lap bar,1989,Chain lift hill,Out & Back,114.828,0,52.816535,3936.96
